10, 32, 32, 16, 3, 3, 3, 16, 1, 1, 1, 1, 10, 32, 32, 3, 0.495, 122.088
10, 32, 32, 12, 3, 3, 16, 12, 1, 1, 1, 1, 10, 32, 32, 16, 0.193, 122.273
10, 32, 32, 12, 3, 3, 28, 12, 1, 1, 1, 1, 10, 32, 32, 28, 0.192, 121.430
10, 32, 32, 12, 3, 3, 40, 12, 1, 1, 1, 1, 10, 32, 32, 40, 0.218, 125.935
10, 32, 32, 12, 3, 3, 52, 12, 1, 1, 1, 1, 10, 32, 32, 52, 0.256, 124.415
10, 32, 32, 12, 3, 3, 64, 12, 1, 1, 1, 1, 10, 32, 32, 64, 0.257, 107.815
10, 32, 32, 12, 3, 3, 76, 12, 1, 1, 1, 1, 10, 32, 32, 76, 0.214, 123.823
10, 32, 32, 12, 3, 3, 88, 12, 1, 1, 1, 1, 10, 32, 32, 88, 0.420, 106.870
10, 32, 32, 12, 3, 3, 100, 12, 1, 1, 1, 1, 10, 32, 32, 100, 0.238, 105.002
10, 32, 32, 12, 3, 3, 112, 12, 1, 1, 1, 1, 10, 32, 32, 112, 0.301, 124.000
10, 32, 32, 12, 3, 3, 124, 12, 1, 1, 1, 1, 10, 32, 32, 124, 0.202, 121.845
10, 32, 32, 12, 3, 3, 136, 12, 1, 1, 1, 1, 10, 32, 32, 136, 0.152, 123.985
10, 32, 32, 12, 3, 3, 148, 12, 1, 1, 1, 1, 10, 32, 32, 148, 0.208, 115.113
10, 32, 32, 160, 1, 1, 160, 160, 0, 0, 1, 1, 10, 32, 32, 160, 0.161, 124.680
10, 16, 16, 12, 3, 3, 160, 12, 1, 1, 1, 1, 10, 16, 16, 160, 0.214, 124.338
10, 16, 16, 12, 3, 3, 172, 12, 1, 1, 1, 1, 10, 16, 16, 172, 0.186, 112.232
10, 16, 16, 12, 3, 3, 184, 12, 1, 1, 1, 1, 10, 16, 16, 184, 0.333, 125.640
10, 16, 16, 12, 3, 3, 196, 12, 1, 1, 1, 1, 10, 16, 16, 196, 0.211, 123.385
10, 16, 16, 12, 3, 3, 208, 12, 1, 1, 1, 1, 10, 16, 16, 208, 0.134, 120.775
10, 16, 16, 12, 3, 3, 220, 12, 1, 1, 1, 1, 10, 16, 16, 220, 0.246, 123.933
10, 16, 16, 12, 3, 3, 232, 12, 1, 1, 1, 1, 10, 16, 16, 232, 0.240, 122.790
10, 16, 16, 12, 3, 3, 244, 12, 1, 1, 1, 1, 10, 16, 16, 244, 0.213, 98.243
10, 16, 16, 12, 3, 3, 256, 12, 1, 1, 1, 1, 10, 16, 16, 256, 0.171, 44.572
10, 16, 16, 12, 3, 3, 268, 12, 1, 1, 1, 1, 10, 16, 16, 268, 0.205, 124.020
10, 16, 16, 12, 3, 3, 280, 12, 1, 1, 1, 1, 10, 16, 16, 280, 0.230, 122.888
10, 16, 16, 12, 3, 3, 292, 12, 1, 1, 1, 1, 10, 16, 16, 292, 0.189, 107.148
10, 16, 16, 304, 1, 1, 304, 304, 0, 0, 1, 1, 10, 16, 16, 304, 0.193, 122.705
10, 8, 8, 12, 3, 3, 304, 12, 1, 1, 1, 1, 10, 8, 8, 304, 0.190, 122.635
10, 8, 8, 12, 3, 3, 316, 12, 1, 1, 1, 1, 10, 8, 8, 316, 0.261, 119.798
10, 8, 8, 12, 3, 3, 328, 12, 1, 1, 1, 1, 10, 8, 8, 328, 0.284, 124.102
10, 8, 8, 12, 3, 3, 340, 12, 1, 1, 1, 1, 10, 8, 8, 340, 0.202, 105.585
10, 8, 8, 12, 3, 3, 352, 12, 1, 1, 1, 1, 10, 8, 8, 352, 0.235, 124.897
10, 8, 8, 12, 3, 3, 364, 12, 1, 1, 1, 1, 10, 8, 8, 364, 0.375, 124.557
10, 8, 8, 12, 3, 3, 376, 12, 1, 1, 1, 1, 10, 8, 8, 376, 0.188, 124.855
10, 8, 8, 12, 3, 3, 388, 12, 1, 1, 1, 1, 10, 8, 8, 388, 0.286, 124.650
10, 8, 8, 12, 3, 3, 400, 12, 1, 1, 1, 1, 10, 8, 8, 400, 0.635, 124.817
10, 8, 8, 12, 3, 3, 412, 12, 1, 1, 1, 1, 10, 8, 8, 412, 0.331, 124.733
10, 8, 8, 12, 3, 3, 424, 12, 1, 1, 1, 1, 10, 8, 8, 424, 0.220, 111.575
10, 8, 8, 12, 3, 3, 436, 12, 1, 1, 1, 1, 10, 8, 8, 436, 0.221, 114.715
